date,views
August 2015,95.7
September 2015,73
October 2015,115.1
November 2015,71
December 2015,74.5
January 2016,94.30
February 2016,92.4
March 2016,94.2	
April 2016,88.3
May 2016,80.6
June 2016,81.5
July 2016,77.9
August 2016,79.3
November 2016,76.2
December 2016,81.2
January 2017,99.8
February 2017,99.2
