date,views
August 2015,276.4
September 2015,208.9
October 2015,267.4
November 2015,216.3
December 2015,239.7
January 2016,264.00
February 2016,252.9
March 2016,283.7
April 2016,278.8
May 2016,248.1
June 2016,235.7
July 2016,253.9
August 2016,229.5
November 2016,219.5
December 2016,248.1
January 2017,300.1
February 2017,249
